Landkreis;Crop;Variety;A_ha;P_per_A;P_t;Year
Oberhavel;Getreide;Hafer;1000;17. Sep;1700;2018
Oberhavel;Getreide;Koernermais (einschl. Corn-Cob-Mix);400;NA;NA;2018
Oberhavel;Getreide;Roggen;NA;NA;NA;2018
Oberhavel;Getreide;Roggen und Wintermenggetreide;8300;33.5;27700;2018
Oberhavel;Getreide;Sommergerste;500;19. Jun;900;2018
Oberhavel;Getreide;Triticale;3200;34.3;11000;2018
Oberhavel;Getreide;Weizen zusammen;5400;NA;NA;2018
Oberhavel;Getreide;Wintergerste;3300;38;12500;2018
Oberhavel;Getreide;Winterweizen einschl. Dinkel;5200;43.7;22600;2018
Oberhavel;Hackfruechte;Kartoffeln zusammen;200;NA;NA;2018
Oberhavel;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Oberhavel;Hackfruechte;Zuckerrueben;NA;NA;NA;2018
Oberhavel;Huelsenfruechte;Erbsen;200;10. Jun;200;2018
Oberhavel;Huelsenfruechte;Lupinen;900;08. Apr;700;2018
Oberhavel;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Oberhavel;Oelfruechte;Sonnenblumen;200;14. Apr;300;2018
Oberhavel;Oelfruechte;Winterraps;4800;23. Aug;11500;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;1600;27. Mrz;4500;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2100;32.4;7000;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;6100;197;119400;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;4100;30.2;12400;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;3500;29. Jan;10200;2018
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Oberspreewald-Lausitz;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Oberspreewald-Lausitz;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Oberspreewald-Lausitz;Getreide;Gerste zusammen;2000;28. Jan;5700;2018
Oberspreewald-Lausitz;Getreide;Getreide insgesamt;12400;29. Mai;36700;2018
Oberspreewald-Lausitz;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Oberspreewald-Lausitz;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);12000;29;34800;2018
Oberspreewald-Lausitz;Getreide;Hafer;600;17. Sep;1100;2018
Oberspreewald-Lausitz;Getreide;Koernermais (einschl. Corn-Cob-Mix);400;44.7;1900;2018
Oberspreewald-Lausitz;Getreide;Roggen;NA;NA;NA;2018
Oberspreewald-Lausitz;Getreide;Roggen und Wintermenggetreide;5600;26. Mrz;14800;2018
Oberspreewald-Lausitz;Getreide;Sommergerste;500;20. Apr;1000;2018
Oberspreewald-Lausitz;Getreide;Triticale;1400;32.4;4400;2018
Oberspreewald-Lausitz;Getreide;Weizen zusammen;2400;NA;NA;2018
Oberspreewald-Lausitz;Getreide;Wintergerste;1500;30. Jun;4700;2018
Oberspreewald-Lausitz;Getreide;Winterweizen einschl. Dinkel;2300;37.1;8600;2018
Oberspreewald-Lausitz;Hackfruechte;Kartoffeln zusammen;500;194.2;10100;2018
Oberspreewald-Lausitz;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Oberspreewald-Lausitz;Hackfruechte;Zuckerrueben;0;NA;NA;2018
Oberspreewald-Lausitz;Huelsenfruechte;Erbsen;400;11. Mai;500;2018
Oberspreewald-Lausitz;Huelsenfruechte;Lupinen;400;07. Jan;300;2018
Oberspreewald-Lausitz;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Oberspreewald-Lausitz;Oelfruechte;Sonnenblumen;700;20. Jun;1500;2018
Oberspreewald-Lausitz;Oelfruechte;Winterraps;1900;20. Jan;3800;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;3400;42.1;14300;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;3100;40.5;12700;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;13100;244.9;320600;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;6500;62.6;40400;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;6500;36.9;24100;2018
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Oder-Spree;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Oder-Spree;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Oder-Spree;Getreide;Gerste zusammen;4600;NA;NA;2018
Oder-Spree;Getreide;Getreide insgesamt;29900;35.8;107100;2018
Oder-Spree;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Oder-Spree;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);29500;35.7;105300;2018
Oder-Spree;Getreide;Hafer;1100;19. Feb;2200;2018
Oder-Spree;Getreide;Koernermais (einschl. Corn-Cob-Mix);400;43.4;1900;2018
Oder-Spree;Getreide;Roggen;NA;NA;NA;2018
Oder-Spree;Getreide;Roggen und Wintermenggetreide;15000;30. Mrz;45500;2018
Oder-Spree;Getreide;Sommergerste;300;NA;NA;2018
Oder-Spree;Getreide;Triticale;2200;36.3;8000;2018
Oder-Spree;Getreide;Weizen zusammen;6500;NA;NA;2018
Oder-Spree;Getreide;Wintergerste;4300;41.6;18100;2018
Oder-Spree;Getreide;Winterweizen einschl. Dinkel;6200;49.5;30500;2018
Oder-Spree;Hackfruechte;Kartoffeln zusammen;200;NA;NA;2018
Oder-Spree;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Oder-Spree;Hackfruechte;Zuckerrueben;100;NA;NA;2018
Oder-Spree;Huelsenfruechte;Erbsen;400;22. Jun;800;2018
Oder-Spree;Huelsenfruechte;Lupinen;1300;03. Apr;400;2018
Oder-Spree;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Oder-Spree;Oelfruechte;Sonnenblumen;1200;17. Jun;2100;2018
Oder-Spree;Oelfruechte;Winterraps;6500;23. Feb;15100;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2400;24. Jun;5900;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1900;26. Jun;5000;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;21800;247.8;539100;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;29800;41.1;122500;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;4600;35.9;16500;2018
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Ostprignitz-Ruppin;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Ostprignitz-Ruppin;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Ostprignitz-Ruppin;Getreide;Gerste zusammen;9000;44;39500;2018
Ostprignitz-Ruppin;Getreide;Getreide insgesamt;41000;43;176300;2018
Ostprignitz-Ruppin;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Ostprignitz-Ruppin;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);39600;42.1;166900;2018
Ostprignitz-Ruppin;Getreide;Hafer;2600;NA;NA;2018
Ostprignitz-Ruppin;Getreide;Koernermais (einschl. Corn-Cob-Mix);1400;66.1;9400;2018
Ostprignitz-Ruppin;Getreide;Roggen;NA;NA;NA;2018
Ostprignitz-Ruppin;Getreide;Roggen und Wintermenggetreide;13500;40.4;54400;2018
Ostprignitz-Ruppin;Getreide;Sommergerste;1200;21. Sep;2700;2018
Ostprignitz-Ruppin;Getreide;Triticale;3400;38.5;13100;2018
Ostprignitz-Ruppin;Getreide;Weizen zusammen;11200;50.1;56100;2018
Ostprignitz-Ruppin;Getreide;Wintergerste;7800;47.5;36800;2018
Ostprignitz-Ruppin;Getreide;Winterweizen einschl. Dinkel;10600;51;53900;2018
Ostprignitz-Ruppin;Hackfruechte;Kartoffeln zusammen;2200;284.2;61800;2018
Ostprignitz-Ruppin;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Ostprignitz-Ruppin;Hackfruechte;Zuckerrueben;300;609.5;20400;2018
Ostprignitz-Ruppin;Huelsenfruechte;Erbsen;800;24. Apr;1900;2018
Ostprignitz-Ruppin;Huelsenfruechte;Lupinen;1000;05. Mai;600;2018
Ostprignitz-Ruppin;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Ostprignitz-Ruppin;Oelfruechte;Sonnenblumen;300;NA;NA;2018
Ostprignitz-Ruppin;Oelfruechte;Winterraps;10500;26. Apr;27700;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2600;21. Apr;5500;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2500;18. Mrz;4500;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;15500;154.3;239000;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;20800;38.9;81000;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;6900;31.2;21600;2018
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Potsdam-Mittelmark;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Potsdam-Mittelmark;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Potsdam-Mittelmark;Getreide;Gerste zusammen;7400;34.6;25700;2018
Potsdam-Mittelmark;Getreide;Getreide insgesamt;37700;31. Mai;118600;2018
Potsdam-Mittelmark;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Potsdam-Mittelmark;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);37000;31. Jan;114900;2018
Potsdam-Mittelmark;Getreide;Hafer;1100;19. Mrz;2100;2018
Potsdam-Mittelmark;Getreide;Koernermais (einschl. Corn-Cob-Mix);700;51.6;3700;2018
Potsdam-Mittelmark;Getreide;Roggen;NA;NA;NA;2018
Potsdam-Mittelmark;Getreide;Roggen und Wintermenggetreide;17300;25. Jun;44500;2018
Potsdam-Mittelmark;Getreide;Sommergerste;NA;16. Feb;NA;2018
Potsdam-Mittelmark;Getreide;Triticale;2900;29. Jul;8700;2018
Potsdam-Mittelmark;Getreide;Weizen zusammen;7900;NA;NA;2018
Potsdam-Mittelmark;Getreide;Wintergerste;7100;35.5;25100;2018
Potsdam-Mittelmark;Getreide;Winterweizen einschl. Dinkel;7800;43;33300;2018
Potsdam-Mittelmark;Hackfruechte;Kartoffeln zusammen;400;90.1;3600;2018
Potsdam-Mittelmark;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Potsdam-Mittelmark;Hackfruechte;Zuckerrueben;1000;373.5;38600;2018
Potsdam-Mittelmark;Huelsenfruechte;Erbsen;700;07. Apr;500;2018
Potsdam-Mittelmark;Huelsenfruechte;Lupinen;600;01. Jan;100;2018
Potsdam-Mittelmark;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Potsdam-Mittelmark;Oelfruechte;Sonnenblumen;900;10. Sep;1000;2018
Potsdam-Mittelmark;Oelfruechte;Winterraps;7100;23. Feb;16400;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;100;NA;NA;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;100;NA;NA;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;500;218.7;11300;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;1700;NA;NA;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;NA;NA;2018
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Potsdam (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Potsdam (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Potsdam (KfS);Getreide;Gerste zusammen;NA;NA;NA;2018
Potsdam (KfS);Getreide;Getreide insgesamt;1400;NA;NA;2018
Potsdam (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Potsdam (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);1400;NA;NA;2018
Potsdam (KfS);Getreide;Hafer;100;NA;NA;2018
Potsdam (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);0;NA;NA;2018
Potsdam (KfS);Getreide;Roggen;NA;NA;NA;2018
Potsdam (KfS);Getreide;Roggen und Wintermenggetreide;400;NA;NA;2018
Potsdam (KfS);Getreide;Sommergerste;NA;NA;NA;2018
Potsdam (KfS);Getreide;Triticale;NA;NA;NA;2018
Potsdam (KfS);Getreide;Weizen zusammen;700;NA;NA;2018
Potsdam (KfS);Getreide;Wintergerste;200;NA;NA;2018
Potsdam (KfS);Getreide;Winterweizen einschl. Dinkel;600;NA;NA;2018
Potsdam (KfS);Hackfruechte;Kartoffeln zusammen;0;NA;NA;2018
Potsdam (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Potsdam (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2018
Potsdam (KfS);Huelsenfruechte;Erbsen;0;NA;NA;2018
Potsdam (KfS);Huelsenfruechte;Lupinen;NA;NA;NA;2018
Potsdam (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Potsdam (KfS);Oelfruechte;Sonnenblumen;0;NA;NA;2018
Potsdam (KfS);Oelfruechte;Winterraps;500;NA;NA;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2200;26. Apr;5700;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1400;35.5;5000;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;30100;208.6;627700;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;31100;30;93400;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;2800;27. Aug;7700;2018
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Prignitz;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Prignitz;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Prignitz;Getreide;Gerste zusammen;11400;49.3;56100;2018
Prignitz;Getreide;Getreide insgesamt;45300;46.9;212600;2018
Prignitz;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Prignitz;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);44700;46.9;209900;2018
Prignitz;Getreide;Hafer;800;NA;NA;2018
Prignitz;Getreide;Koernermais (einschl. Corn-Cob-Mix);500;48.7;2600;2018
Prignitz;Getreide;Roggen;NA;NA;NA;2018
Prignitz;Getreide;Roggen und Wintermenggetreide;14400;42.1;60500;2018
Prignitz;Getreide;Sommergerste;1000;35.9;3700;2018
Prignitz;Getreide;Triticale;2500;51.7;12800;2018
Prignitz;Getreide;Weizen zusammen;15700;49;77000;2018
Prignitz;Getreide;Wintergerste;10300;50.7;52400;2018
Prignitz;Getreide;Winterweizen einschl. Dinkel;15000;50;75100;2018
Prignitz;Hackfruechte;Kartoffeln zusammen;2600;228.7;58400;2018
Prignitz;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Prignitz;Hackfruechte;Zuckerrueben;1100;519.9;58500;2018
Prignitz;Huelsenfruechte;Erbsen;900;21. Apr;2000;2018
Prignitz;Huelsenfruechte;Lupinen;600;10. Jan;600;2018
Prignitz;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Prignitz;Oelfruechte;Sonnenblumen;0;NA;NA;2018
Prignitz;Oelfruechte;Winterraps;13100;28. Mrz;37000;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;3000;33.7;10100;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;3100;44.1;13500;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;7700;171.9;132600;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;6800;40;27100;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;5000;36.7;18400;2018
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Spree-Neiße;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Spree-Neiße;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Spree-Neiße;Getreide;Gerste zusammen;3500;37;12900;2018
Spree-Neiße;Getreide;Getreide insgesamt;17100;26. Mrz;45000;2018
Spree-Neiße;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Spree-Neiße;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);16400;26;42700;2018
Spree-Neiße;Getreide;Hafer;100;NA;NA;2018
Spree-Neiße;Getreide;Koernermais (einschl. Corn-Cob-Mix);700;33.5;2400;2018
Spree-Neiße;Getreide;Roggen;NA;NA;NA;2018
Spree-Neiße;Getreide;Roggen und Wintermenggetreide;7300;20. Apr;14900;2018
Spree-Neiße;Getreide;Sommergerste;500;16. Jan;700;2018
Spree-Neiße;Getreide;Triticale;900;22. Jan;1900;2018
Spree-Neiße;Getreide;Weizen zusammen;3700;32.2;12000;2018
Spree-Neiße;Getreide;Wintergerste;3000;40.1;12100;2018
Spree-Neiße;Getreide;Winterweizen einschl. Dinkel;3400;33.1;11200;2018
Spree-Neiße;Hackfruechte;Kartoffeln zusammen;500;176.5;9400;2018
Spree-Neiße;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Spree-Neiße;Hackfruechte;Zuckerrueben;100;NA;NA;2018
Spree-Neiße;Huelsenfruechte;Erbsen;300;17. Sep;500;2018
Spree-Neiße;Huelsenfruechte;Lupinen;500;05. Feb;300;2018
Spree-Neiße;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Spree-Neiße;Oelfruechte;Sonnenblumen;800;19. Jan;1500;2018
Spree-Neiße;Oelfruechte;Winterraps;1700;13. Sep;2400;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2600;21;5400;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1800;36.3;6600;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;17100;173;295200;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;11500;37.7;43200;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;6600;29. Mai;19600;2018
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Teltow-Flaeming;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Teltow-Flaeming;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Teltow-Flaeming;Getreide;Gerste zusammen;6800;44.2;29900;2018
Teltow-Flaeming;Getreide;Getreide insgesamt;33100;37.3;123500;2018
Teltow-Flaeming;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Teltow-Flaeming;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);32000;37.2;118700;2018
Teltow-Flaeming;Getreide;Hafer;800;17. Sep;1500;2018
Teltow-Flaeming;Getreide;Koernermais (einschl. Corn-Cob-Mix);1200;41;4800;2018
Teltow-Flaeming;Getreide;Roggen;NA;NA;NA;2018
Teltow-Flaeming;Getreide;Roggen und Wintermenggetreide;12700;28. Aug;36800;2018
Teltow-Flaeming;Getreide;Sommergerste;200;28. Mai;600;2018
Teltow-Flaeming;Getreide;Triticale;2400;31.2;7500;2018
Teltow-Flaeming;Getreide;Weizen zusammen;9200;NA;NA;2018
Teltow-Flaeming;Getreide;Wintergerste;6600;44.7;29400;2018
Teltow-Flaeming;Getreide;Winterweizen einschl. Dinkel;9100;47.1;42900;2018
Teltow-Flaeming;Hackfruechte;Kartoffeln zusammen;2900;294.8;85100;2018
Teltow-Flaeming;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Teltow-Flaeming;Hackfruechte;Zuckerrueben;200;NA;NA;2018
Teltow-Flaeming;Huelsenfruechte;Erbsen;400;19;700;2018
Teltow-Flaeming;Huelsenfruechte;Lupinen;500;01. Mai;100;2018
Teltow-Flaeming;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Teltow-Flaeming;Oelfruechte;Sonnenblumen;1100;09. Feb;1000;2018
Teltow-Flaeming;Oelfruechte;Winterraps;7500;23. Sep;17900;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2700;08. Aug;2400;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;5800;43.3;25300;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;17500;257;449700;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;19000;34.7;66000;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;7800;59.1;46000;2018
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2018
Uckermark;Getreide;Brotgetreide zusammen;NA;NA;NA;2018
Uckermark;Getreide;Futter- und Industriegetreide;NA;NA;NA;2018
Uckermark;Getreide;Gerste zusammen;18200;46.1;84000;2018
Uckermark;Getreide;Getreide insgesamt;81600;47.3;386000;2018
Uckermark;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2018
Uckermark;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);80400;47;377500;2018
Uckermark;Getreide;Hafer;2100;15. Feb;3200;2018
Uckermark;Getreide;Koernermais (einschl. Corn-Cob-Mix);1200;70.8;8500;2018
Uckermark;Getreide;Roggen;NA;NA;NA;2018
Uckermark;Getreide;Roggen und Wintermenggetreide;7000;26. Mrz;18300;2018
Uckermark;Getreide;Sommergerste;1800;22. Apr;4000;2018
Uckermark;Getreide;Triticale;2300;NA;NA;2018
Uckermark;Getreide;Weizen zusammen;50700;52.2;264900;2018
Uckermark;Getreide;Wintergerste;16500;48.6;80000;2018
Uckermark;Getreide;Winterweizen einschl. Dinkel;48800;53.5;261100;2018
Uckermark;Hackfruechte;Kartoffeln zusammen;0;NA;NA;2018
Uckermark;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2018
Uckermark;Hackfruechte;Zuckerrueben;2600;478.8;122600;2018
Uckermark;Huelsenfruechte;Erbsen;600;11. Feb;700;2018
Uckermark;Huelsenfruechte;Lupinen;400;04. Jun;200;2018
Uckermark;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2018
Uckermark;Oelfruechte;Sonnenblumen;400;NA;NA;2018
Uckermark;Oelfruechte;Winterraps;28500;22. Apr;64000;2018
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2000;31. Aug;6500;2019
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;4000;55.2;22100;2019
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;6200;277.8;171400;2019
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;5500;42.3;23200;2019
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;2100;49.1;10500;2019
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Barnim;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Barnim;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Barnim;Getreide;Gerste zusammen;4700;51.5;24000;2019
Barnim;Getreide;Getreide insgesamt;21400;46.4;99100;2019
Barnim;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Barnim;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);20800;46.5;96600;2019
Barnim;Getreide;Hafer;700;18. Jul;1400;2019
Barnim;Getreide;Koernermais (einschl. Corn-Cob-Mix);600;44.5;2500;2019
Barnim;Getreide;Roggen;NA;NA;NA;2019
